subject,domain,chapter,skill,subskill,exercise_count,coverage_status
PHYSICS_CHEMISTRY,Mouvements et interactions,Forces et interactions,Identifier des forces,Actions de contact,40,COMPLETE
PHYSICS_CHEMISTRY,Mouvements et interactions,Forces et interactions,Identifier des forces,Actions à distance,40,COMPLETE
PHYSICS_CHEMISTRY,Mouvements et interactions,Forces et interactions,Effets des forces,Équilibre,12,PARTIAL
PHYSICS_CHEMISTRY,Mouvements et interactions,Forces et interactions,Effets des forces,Modification du mouvement,12,PARTIAL
PHYSICS_CHEMISTRY,Mouvements et interactions,Forces et interactions,Effets des forces,Diagrammes de forces,12,PARTIAL
PHYSICS_CHEMISTRY,L'énergie,Formes et conversions d'énergie,Formes d'énergie,Cinétique,44,PARTIAL
PHYSICS_CHEMISTRY,L'énergie,Formes et conversions d'énergie,Formes d'énergie,Potentielle,44,PARTIAL
PHYSICS_CHEMISTRY,L'énergie,Formes et conversions d'énergie,Formes d'énergie,Chimique / thermique,44,PARTIAL
PHYSICS_CHEMISTRY,L'énergie,Formes et conversions d'énergie,Chaînes énergétiques,Transferts,12,PARTIAL
PHYSICS_CHEMISTRY,L'énergie,Formes et conversions d'énergie,Chaînes énergétiques,Conversions,12,PARTIAL
PHYSICS_CHEMISTRY,L'énergie,Formes et conversions d'énergie,Chaînes énergétiques,Rendement,12,PARTIAL
PHYSICS_CHEMISTRY,L'énergie,Électricité et circuits,Circuits électriques,Série,40,COMPLETE
PHYSICS_CHEMISTRY,L'énergie,Électricité et circuits,Circuits électriques,Dérivation,40,COMPLETE
PHYSICS_CHEMISTRY,L'énergie,Électricité et circuits,Circuits électriques,Sécurité,40,COMPLETE
PHYSICS_CHEMISTRY,L'énergie,Électricité et circuits,Grandeurs électriques,Tension,12,PARTIAL
PHYSICS_CHEMISTRY,L'énergie,Électricité et circuits,Grandeurs électriques,Intensité,12,PARTIAL
PHYSICS_CHEMISTRY,L'énergie,Électricité et circuits,Grandeurs électriques,Puissance / énergie électrique,12,PARTIAL
PHYSICS_CHEMISTRY,Des signaux pour observer et communiquer,Lumière et signaux lumineux,Propagation de la lumière,Propagation rectiligne,32,PARTIAL
PHYSICS_CHEMISTRY,Des signaux pour observer et communiquer,Lumière et signaux lumineux,Propagation de la lumière,Vitesse de la lumière,32,PARTIAL
PHYSICS_CHEMISTRY,Des signaux pour observer et communiquer,Lumière et signaux lumineux,Propagation de la lumière,Ombres,32,PARTIAL
PHYSICS_CHEMISTRY,Des signaux pour observer et communiquer,Lumière et signaux lumineux,Lentilles et images,Lentilles convergentes,12,PARTIAL
PHYSICS_CHEMISTRY,Des signaux pour observer et communiquer,Lumière et signaux lumineux,Lentilles et images,Formation d'images,12,PARTIAL
PHYSICS_CHEMISTRY,Des signaux pour observer et communiquer,Son et signaux sonores,Propagation du son,Milieu matériel,30,COMPLETE
PHYSICS_CHEMISTRY,Des signaux pour observer et communiquer,Son et signaux sonores,Propagation du son,Vitesse du son,30,COMPLETE
PHYSICS_CHEMISTRY,Des signaux pour observer et communiquer,Son et signaux sonores,Caractéristiques d'un son,Fréquence / hauteur,12,PARTIAL
PHYSICS_CHEMISTRY,Des signaux pour observer et communiquer,Son et signaux sonores,Caractéristiques d'un son,Amplitude / intensité,12,PARTIAL
PHYSICS_CHEMISTRY,Des signaux pour observer et communiquer,Son et signaux sonores,Caractéristiques d'un son,Signal et communication,12,PARTIAL
SVT,"La planète Terre, l'environnement et l'action humaine",Dynamique de la Terre,Structure de la Terre,Enveloppes,32,PARTIAL
SVT,"La planète Terre, l'environnement et l'action humaine",Dynamique de la Terre,Structure de la Terre,Tectonique des plaques,32,PARTIAL
SVT,"La planète Terre, l'environnement et l'action humaine",Dynamique de la Terre,Structure de la Terre,Séismes / volcans,32,PARTIAL
SVT,"La planète Terre, l'environnement et l'action humaine",Dynamique de la Terre,Risques géologiques,Prévention,12,PARTIAL
SVT,"La planète Terre, l'environnement et l'action humaine",Dynamique de la Terre,Risques géologiques,Enjeux de société,12,PARTIAL
SVT,"La planète Terre, l'environnement et l'action humaine",Écosystèmes et environnement,Relations au sein d'un écosystème,Biotique / abiotique,32,PARTIAL
SVT,"La planète Terre, l'environnement et l'action humaine",Écosystèmes et environnement,Relations au sein d'un écosystème,Chaînes alimentaires,32,PARTIAL
SVT,"La planète Terre, l'environnement et l'action humaine",Écosystèmes et environnement,Relations au sein d'un écosystème,Biodiversité,32,PARTIAL
SVT,"La planète Terre, l'environnement et l'action humaine",Écosystèmes et environnement,Action humaine,Impacts,12,PARTIAL
SVT,"La planète Terre, l'environnement et l'action humaine",Écosystèmes et environnement,Action humaine,Gestion durable,12,PARTIAL
SVT,"La planète Terre, l'environnement et l'action humaine",Climat et changements globaux,Effet de serre et climat,Gaz à effet de serre,32,PARTIAL
SVT,"La planète Terre, l'environnement et l'action humaine",Climat et changements globaux,Effet de serre et climat,Évolution du climat,32,PARTIAL
SVT,"La planète Terre, l'environnement et l'action humaine",Climat et changements globaux,Enjeux environnementaux,Conséquences,12,PARTIAL
SVT,"La planète Terre, l'environnement et l'action humaine",Climat et changements globaux,Enjeux environnementaux,Atténuation / adaptation,12,PARTIAL
SVT,Le vivant et son évolution,Organisation cellulaire,Cellule et organisme,Organites,30,COMPLETE
SVT,Le vivant et son évolution,Organisation cellulaire,Cellule et organisme,Unicellulaire / pluricellulaire,30,COMPLETE
SVT,Le vivant et son évolution,Organisation cellulaire,Micro-organismes,Diversité microbienne,12,PARTIAL
SVT,Le vivant et son évolution,Organisation cellulaire,Micro-organismes,Utilisations / risques,12,PARTIAL
SVT,Le vivant et son évolution,ADN et génétique,ADN support de l'information,Structure de l'ADN,42,PARTIAL
SVT,Le vivant et son évolution,ADN et génétique,ADN support de l'information,Chromosomes,42,PARTIAL
SVT,Le vivant et son évolution,ADN et génétique,ADN support de l'information,Gènes,42,PARTIAL
SVT,Le vivant et son évolution,ADN et génétique,Hérédité,Transmission,12,PARTIAL
SVT,Le vivant et son évolution,ADN et génétique,Hérédité,Mutations,12,PARTIAL
SVT,Le vivant et son évolution,ADN et génétique,Hérédité,Diversité génétique,12,PARTIAL
SVT,Le vivant et son évolution,Évolution des espèces,Mécanismes évolutifs,Variation,40,COMPLETE
SVT,Le vivant et son évolution,Évolution des espèces,Mécanismes évolutifs,Sélection naturelle,40,COMPLETE
SVT,Le vivant et son évolution,Évolution des espèces,Mécanismes évolutifs,Spéciation,40,COMPLETE
SVT,Le vivant et son évolution,Évolution des espèces,Arguments de l'évolution,Fossiles,12,PARTIAL
SVT,Le vivant et son évolution,Évolution des espèces,Arguments de l'évolution,Parenté,12,PARTIAL
SVT,Le vivant et son évolution,Reproduction,Reproduction sexuée,Gamètes,30,COMPLETE
SVT,Le vivant et son évolution,Reproduction,Reproduction sexuée,Fécondation,30,COMPLETE
SVT,Le vivant et son évolution,Reproduction,Développement,Développement embryonnaire,12,PARTIAL
SVT,Le vivant et son évolution,Reproduction,Développement,Puberté,12,PARTIAL
SVT,Le corps humain et la santé,Nutrition et digestion,Aliments et besoins,Groupes d'aliments,32,PARTIAL
SVT,Le corps humain et la santé,Nutrition et digestion,Aliments et besoins,Besoins énergétiques,32,PARTIAL
SVT,Le corps humain et la santé,Nutrition et digestion,Aliments et besoins,Équilibre alimentaire,32,PARTIAL
SVT,Le corps humain et la santé,Nutrition et digestion,Digestion,Tube digestif,12,PARTIAL
SVT,Le corps humain et la santé,Nutrition et digestion,Digestion,Absorption,12,PARTIAL
SVT,Le corps humain et la santé,Respiration et circulation,Respiration,Échanges pulmonaires,32,PARTIAL
SVT,Le corps humain et la santé,Respiration et circulation,Respiration,Respiration cellulaire,32,PARTIAL
SVT,Le corps humain et la santé,Respiration et circulation,Circulation,Cœur,12,PARTIAL
SVT,Le corps humain et la santé,Respiration et circulation,Circulation,Sang / vaisseaux,12,PARTIAL
SVT,Le corps humain et la santé,Respiration et circulation,Circulation,Effort et santé,12,PARTIAL
SVT,Le corps humain et la santé,Immunité et santé,Défenses de l'organisme,Immunité innée,45,PARTIAL
SVT,Le corps humain et la santé,Immunité et santé,Défenses de l'organisme,Immunité adaptative,45,PARTIAL
SVT,Le corps humain et la santé,Immunité et santé,Défenses de l'organisme,Anticorps,45,PARTIAL
SVT,Le corps humain et la santé,Immunité et santé,Prévention et traitements,Vaccination,12,PARTIAL
SVT,Le corps humain et la santé,Immunité et santé,Prévention et traitements,Antibiotiques,12,PARTIAL
SVT,Le corps humain et la santé,Immunité et santé,Prévention et traitements,Gestes de prévention,12,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Objets et systèmes techniques,Analyser un objet technique,Besoin / fonction d'usage,12,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Objets et systèmes techniques,Analyser un objet technique,Structure / matériaux,12,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Objets et systèmes techniques,Analyser un objet technique,Cycle de vie,12,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Objets et systèmes techniques,Évolution des objets,Innovation,12,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Objets et systèmes techniques,Évolution des objets,Comparaison de solutions,12,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Chaîne d'information,Acquérir et traiter,Capteurs,32,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Chaîne d'information,Acquérir et traiter,Traitement,32,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Chaîne d'information,Acquérir et traiter,Communiquer,32,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Chaîne d'information,Commander,Actionneurs,12,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Chaîne d'information,Commander,Asservissement simple,12,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Chaîne d'énergie,Flux d'énergie,Stocker,34,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Chaîne d'énergie,Flux d'énergie,Transporter,34,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Chaîne d'énergie,Flux d'énergie,Convertir,34,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Chaîne d'énergie,Bilans énergétiques,Pertes,12,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Chaîne d'énergie,Bilans énergétiques,Rendement,12,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Conception et modélisation,Démarche de conception,Cahier des charges,34,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Conception et modélisation,Démarche de conception,Idéation / choix,34,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Conception et modélisation,Démarche de conception,Prototype,34,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Conception et modélisation,Modélisation,Représentation / CAO,12,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Conception et modélisation,Modélisation,Simulation,12,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques","Informatique, algorithmique et programmation",Algorithmique,Séquences,32,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques","Informatique, algorithmique et programmation",Algorithmique,Conditions,32,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques","Informatique, algorithmique et programmation",Algorithmique,Boucles,32,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques","Informatique, algorithmique et programmation",Programmer,Blocs / scripts,12,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques","Informatique, algorithmique et programmation",Programmer,Variables,12,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques","Informatique, algorithmique et programmation",Programmer,Tester / déboguer,12,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Réseaux et données,Architecture des réseaux,Réseau local,32,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Réseaux et données,Architecture des réseaux,Internet,32,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Réseaux et données,Architecture des réseaux,Protocoles simples,32,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Réseaux et données,Données et sécurité,Stockage,12,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Réseaux et données,Données et sécurité,Vie privée,12,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Réseaux et données,Données et sécurité,Cybersécurité de base,12,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Impacts et développement durable,Impacts des objets techniques,Environnement,32,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Impacts et développement durable,Impacts des objets techniques,Société,32,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Impacts et développement durable,Impacts des objets techniques,Économie,32,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Impacts et développement durable,Choix responsables,Analyse de cycle de vie,12,PARTIAL
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Impacts et développement durable,Choix responsables,Réparabilité / réemploi,12,PARTIAL
